,act_symbol,sector
5651,ENTX,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
5652,FTSV,Unknown
5653,STIM,SURGICAL &amp; MEDICAL INSTRUMENTS &amp; APPARATUS
5654,TCDA,PHARMACEUTICAL PREPARATIONS
5655,DOMO,SERVICES-PREPACKAGED SOFTWARE
5656,LFAC,BLANK CHECKS
5657,SDRL,Unknown
5658,GRAM,Unknown
5659,BROG,PETROLEUM REFINING
5660,MSVB,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
5661,RPAY,"SERVICES-BUSINESS SERVICES, NEC"
5662,CCB,STATE COMMERCIAL BANKS
5663,CRNX,PHARMACEUTICAL PREPARATIONS
5664,HCCH,Unknown
5665,RUBY,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
5666,AFIN,Unknown
5667,ALLK,PHARMACEUTICAL PREPARATIONS
5668,CNST,Unknown
5669,ESTA,"ORTHOPEDIC, PROSTHETIC &amp; SURGICAL APPLIANCES &amp; SUPPLIES"
5670,MYFW,STATE COMMERCIAL BANKS
5671,TLRY,MEDICINAL CHEMICALS &amp; BOTANICAL PRODUCTS
5672,REPL,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
5673,ADOM,Unknown
5674,AIY,Unknown
5675,APC,Unknown
5676,APU,Unknown
5677,AQXP,Unknown
5678,BIQI,Unknown
5679,BKS,Unknown
5680,BRAC,BLANK CHECKS
5681,CCIH,Unknown
5682,CLDC,Unknown
5683,CMFN,Unknown
5684,CNAC,Unknown
5685,DVCR,Unknown
5686,DYSL,"GLASS, GLASSWARE, PRESSED OR BLOWN"
5687,HEB,Unknown
5688,HIVE,FINANCE SERVICES
5689,HLTH,LABORATORY ANALYTICAL INSTRUMENTS
5690,IPIC,Unknown
5691,MBTF,Unknown
5692,MPO,Unknown
5693,OASM,Unknown
5694,PCMI,Unknown
5695,PES,Unknown
5696,SDLP,Unknown
5697,TMK,Unknown
5698,TST,Unknown
5699,UBNT,Unknown
5700,UPL,Unknown
5701,VICL,Unknown
5702,VISI,Unknown
5703,WAGE,Unknown
5704,CHAP,Unknown
5705,PRVB,PHARMACEUTICAL PREPARATIONS
5706,AQST,PHARMACEUTICAL PREPARATIONS
5707,BE,ELECTRICAL INDUSTRIAL APPARATUS
5708,BRY,CRUDE PETROLEUM &amp; NATURAL GAS
5709,CANG,SERVICES-PREPACKAGED SOFTWARE
5710,FOCS,INVESTMENT ADVICE
5711,JG,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
5712,LQDA,PHARMACEUTICAL PREPARATIONS
5713,PDD,"SERVICES-BUSINESS SERVICES, NEC"
5714,TENB,SERVICES-PREPACKAGED SOFTWARE
5715,ADIL,PHARMACEUTICAL PREPARATIONS
5716,DAVA,SERVICES-COMPUTER PROGRAMMING SERVICES
5717,NFC,Unknown
5718,OPRA,SERVICES-PREPACKAGED SOFTWARE
5719,WISA,"SERVICES-BUSINESS SERVICES, NEC"
5720,GSAH,Unknown
5721,CMLS,RADIO BROADCASTING STATIONS
5722,CWK,REAL ESTATE
5723,FNGO,"COMMERCIAL BANKS, NEC"
5724,FNGZ,Unknown
5725,GNAF,Unknown
5726,SONO,HOUSEHOLD AUDIO &amp; VIDEO EQUIPMENT
5727,ARLO,"SERVICES-DETECTIVE, GUARD &amp; ARMORED CAR SERVICES"
5728,GLAC,Unknown
5729,TBC,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE)
5730,VCNX,PHARMACEUTICAL PREPARATIONS
5731,MESA,"AIR TRANSPORTATION, SCHEDULED"
5732,ALGR,Unknown
5733,ARDS,PHARMACEUTICAL PREPARATIONS
5734,SIC,Unknown
5735,PYPE,NATIONAL COMMERCIAL BANKS
5736,PRS,LIFE INSURANCE
5737,LTSK,Unknown
5738,TOTA,Unknown
5739,BPR,Unknown
5740,AMTB,NATIONAL COMMERCIAL BANKS
5741,AMTBB,Unknown
5742,KLXE,"OIL, GAS FIELD SERVICES, NBC"
5743,SAF,Unknown
5744,AAV,Unknown
5745,ABAC,Unknown
5746,ABCD,Unknown
5747,ABX,Unknown
5748,ACET,PHARMACEUTICAL PREPARATIONS
5749,ACXM,Unknown
5750,AED,Unknown
5751,AET,Unknown
5752,AETI,Unknown
5753,AFSI,Unknown
5754,AFSS,Unknown
5755,AFST,Unknown
5756,AHL,Unknown
5757,AIPT,Unknown
5758,AKAO,Unknown
5759,AKP,Unknown
5760,ALN,Unknown
5761,ALQA,Unknown
5762,AMBR,Unknown
5763,AMCN,Unknown
5764,AMDA,Unknown
5765,AMGP,Unknown
5766,AMMA,Unknown
5767,ANCB,Unknown
5768,ANCX,Unknown
5769,ANDV,Unknown
5770,ANDX,Unknown
5771,ANW,Unknown
5772,AOI,Unknown
5773,APB,Unknown
5774,APF,Unknown
5775,APHB,Unknown
5776,APRI,Unknown
5777,APTI,Unknown
5778,ARCW,Unknown
5779,ARDM,Unknown
5780,ARII,Unknown
5781,ARRS,Unknown
5782,ARRY,MISCELLANEOUS MANUFACTURING INDUSTRIES
5783,ASCMA,Unknown
5784,ASNS,"COMMUNICATIONS EQUIPMENT, NEC"
5785,AST,Unknown
5786,ATHN,Unknown
5787,ATTU,Unknown
5788,AVHI,SERVICES-HEALTH SERVICES
5789,BABY,Unknown
5790,BALB,Unknown
5791,BBOX,Unknown
5792,BCAC,Unknown
5793,BEL,Unknown
5794,BFR,Unknown
5795,BHBK,Unknown
5796,BJO,Unknown
5797,BJZ,Unknown
5798,BKHU,Unknown
5799,BLH,Unknown
5800,BLMT,Unknown
5801,BMS,Unknown
5802,BNCL,Unknown
5803,BOFI,Unknown
5804,BOJA,Unknown
5805,BORN,Unknown
5806,BPK,Unknown
5807,BRS,Unknown
5808,BRSS,Unknown
5809,BSPM,Unknown
5810,BSTI,Unknown
5811,BVX,Unknown
5812,BXE,Unknown
5813,CADC,Unknown
5814,CALL,Unknown
5815,CASM,Unknown
5816,CAW,Unknown
5817,CBA,Unknown
5818,CBAK,Unknown
5819,CBK,Unknown
5820,CCE,Unknown
5821,CCT,Unknown
5822,CDTI,Unknown
5823,CGG,Unknown
5824,CHFC,Unknown
5825,CHKE,Unknown
5826,CIC,Unknown
5827,CLD,Unknown
5828,CMTA,Unknown
5829,COBZ,Unknown
5830,COL,Unknown
5831,COOL,BLANK CHECKS
5832,CORI,Unknown
5833,CQH,Unknown
5834,CTRL,Unknown
5835,CTRV,Unknown
5836,CVG,Unknown
5837,CVON,Unknown
5838,CVRR,Unknown
5839,CWAY,Unknown
5840,CYTR,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
5841,CYTX,Unknown
5842,DAG,Unknown
5843,DATA,Unknown
5844,DCUD,Unknown
5845,DDE,Unknown
5846,DDR,Unknown
5847,DELT,Unknown
5848,DFBG,Unknown
5849,DHCP,Unknown
5850,DM,"SPECIAL INDUSTRY MACHINERY, NEC"
5851,DNB,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES"
5852,DOD,Unknown
5853,DOTA,Unknown
5854,DSW,Unknown
5855,DSXN,Unknown
5856,DTRM,Unknown
5857,DTV,Unknown
5858,DVMT,Unknown
5859,DWCH,Unknown
5860,DWDP,Unknown
5861,DYNC,Unknown
5862,EACQ,Unknown
5863,ECR,Unknown
5864,ECYT,Unknown
5865,EDGW,Unknown
5866,EDR,SERVICES-AMUSEMENT &amp; RECREATION SERVICES
5867,EEP,Unknown
5868,EEQ,Unknown
5869,EFII,Unknown
5870,EGC,Unknown
5871,EGL,Unknown
5872,EGLT,Unknown
5873,EGN,Unknown
5874,EHIC,Unknown
5875,EIA,Unknown
5876,EIO,Unknown
5877,EIP,Unknown
5878,EIV,Unknown
5879,ELLI,Unknown
5880,EMI,Unknown
5881,EMITF,Unknown
5882,EMJ,Unknown
5883,ENLK,Unknown
5884,EOCC,Unknown
5885,EPE,Unknown
5886,EQGP,Unknown
5887,ESES,Unknown
5888,ESIO,Unknown
5889,ESL,Unknown
5890,ESNC,Unknown
5891,ESND,Unknown
5892,ESRX,Unknown
5893,ESV,Unknown
5894,ETE,Unknown
5895,ETP,Unknown
5896,EVHC,Unknown
5897,EVJ,Unknown
5898,EVLV,"COMPUTER PERIPHERAL EQUIPMENT, NEC"
5899,EVO,PHARMACEUTICAL PREPARATIONS
5900,EVP,Unknown
5901,FBNK,Unknown
5902,FBR,Unknown
5903,FCB,Unknown
5904,FCE.A,Unknown
5905,FDC,Unknown
5906,FLKS,Unknown
5907,FOX,TELEVISION BROADCASTING STATIONS
5908,FOXA,TELEVISION BROADCASTING STATIONS
5909,FRSH,SERVICES-PREPACKAGED SOFTWARE
5910,FSAC,Unknown
5911,FSIC,Unknown
5912,FSNN,Unknown
5913,FTD,Unknown
5914,FWDI,Unknown
5915,GBNK,Unknown
5916,GFA,Unknown
5917,GG,Unknown
5918,GLF,Unknown
5919,GNBC,Unknown
5920,GOV,Unknown
5921,GOVNI,Unknown
5922,GPIC,Unknown
5923,GSHT,Unknown
5924,GSVC,Unknown
5925,GTXI,Unknown
5926,GYB,Unknown
5927,GZT,Unknown
5928,HBK,Unknown
5929,HCAC,Unknown
5930,HCLP,Unknown
5931,HDP,Unknown
5932,HFBC,Unknown
5933,HIFR,Unknown
5934,HK,Unknown
5935,HMNY,Unknown
5936,HMTA,Unknown
5937,HQCL,Unknown
5938,HRS,Unknown
5939,HTGX,Unknown
5940,IAM,Unknown
5941,IDTI,Unknown
5942,IIJI,Unknown
5943,IMDZ,Unknown
5944,IMMY,Unknown
5945,IMPV,Unknown
5946,IMUC,PHARMACEUTICAL PREPARATIONS
5947,INSY,Unknown
5948,INTX,Unknown
5949,IPAS,Unknown
5950,IPCI,Unknown
5951,ISF,Unknown
5952,ITG,Unknown
5953,ITUS,Unknown
5954,IVTY,Unknown
5955,JHA,Unknown
5956,JJAB,Unknown
5957,JJGB,Unknown
5958,JJSB,Unknown
5959,JMBA,Unknown
5960,JONE,Unknown
5961,JSYN,Unknown
5962,JTPY,Unknown
5963,KAAC,Unknown
5964,KANG,Unknown
5965,KAP,Unknown
5966,KCAP,Unknown
5967,KERX,Unknown
5968,KEYW,Unknown
5969,KLXEV,Unknown
5970,KLXI,Unknown
5971,KLXIV,Unknown
5972,KMG,Unknown
5973,KMM,Unknown
5974,KMPA,Unknown
5975,KONA,Unknown
5976,KONE,Unknown
5977,KORS,Unknown
5978,KS,Unknown
5979,KST,Unknown
5980,KTWO,Unknown
5981,LABL,Unknown
5982,LCA,BLANK CHECKS
5983,LDF,Unknown
5984,LEVB,Unknown
5985,LEXEA,Unknown
5986,LGCY,Unknown
5987,LHO,Unknown
5988,LION,BLANK CHECKS
5989,LKM,Unknown
5990,LLL,WHOLESALE-DURABLE GOODS
5991,LOXO,Unknown
5992,LPNT,Unknown
5993,LXFT,Unknown
5994,MAB,Unknown
5995,MB,Unknown
5996,MBFI,Unknown
5997,MBNAA,Unknown
5998,MBNAB,Unknown
5999,MELR,Unknown
6000,MFCB,Unknown
6001,MITL,Unknown
6002,MIW,Unknown
6003,MMV,SERVICES-PREPACKAGED SOFTWARE
6004,MNGA,Unknown
6005,MOC,Unknown
6006,MPAC,BLANK CHECKS
6007,MRT,Unknown
6008,MSF,Unknown
6009,MSP,Unknown
6010,MXWL,Unknown
6011,MYND,Unknown
6012,MZOR,Unknown
6013,NAO,Unknown
6014,NAP,Unknown
6015,NAUH,SERVICES-EDUCATIONAL SERVICES
6016,NAVG,Unknown
6017,NBD,Unknown
6018,NCOM,Unknown
6019,NCS,Unknown
6020,NDRO,Unknown
6021,NETS,Unknown
6022,NFEC,Unknown
6023,NFX,Unknown
6024,NLST,SEMICONDUCTORS &amp; RELATED DEVICES
6025,NSU,Unknown
6026,NTRI,Unknown
6027,NVMM,Unknown
6028,NWY,Unknown
6029,NXEO,Unknown
6030,NXTM,Unknown
6031,NYH,Unknown
6032,NYLD,Unknown
6033,NYLD.A,Unknown
6034,NYRT,Unknown
6035,OCLR,Unknown
6036,OHGI,Unknown
6037,OHRP,Unknown
6038,OLO,"SERVICES-BUSINESS SERVICES, NEC"
6039,OMED,"ORTHOPEDIC, PROSTHETIC &amp; SURGICAL APPLIANCES &amp; SUPPLIES"
6040,ONS,BLANK CHECKS
6041,OPHT,Unknown
6042,ORBK,Unknown
6043,ORIG,Unknown
6044,ORM,Unknown
6045,ORPN,Unknown
6046,OSIR,Unknown
6047,OVAS,Unknown
6048,P,Unknown
6049,PAH,Unknown
6050,PBSK,Unknown
6051,PDVW,Unknown
6052,PERY,Unknown
6053,PETX,Unknown
6054,PF,Unknown
6055,PGLC,Unknown
6056,PHH,Unknown
6057,PHII,Unknown
6058,PHIIK,Unknown
6059,PKD,Unknown
6060,PLLL,Unknown
6061,PNK,Unknown
6062,PRAN,Unknown
6063,PRSS,Unknown
6064,PTIE,Unknown
6065,PTX,Unknown
6066,PX,INVESTMENT ADVICE
6067,PYDS,Unknown
6068,QSII,Unknown
6069,QTM,Unknown
6070,QTNA,Unknown
6071,RDC,Unknown
6072,REIS,Unknown
6073,REN,Unknown
6074,RENX,Unknown
6075,RGSE,Unknown
6076,RHT,Unknown
6077,RLJE,Unknown
6078,RLM,Unknown
6079,RMGN,Unknown
6080,RNN,Unknown
6081,RSYS,Unknown
6082,RXII,Unknown
6083,SBBC,Unknown
6084,SBOT,Unknown
6085,SCAC,Unknown
6086,SCG,Unknown
6087,SEII,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
6088,SEND,Unknown
6089,SEP,Unknown
6090,SFS,Unknown
6091,SGGB,Unknown
6092,SGYP,Unknown
6093,SGZA,Unknown
6094,SHPG,Unknown
6095,SIR,Unknown
6096,SLD,Unknown
6097,SLDA,Unknown
6098,SLDD,Unknown
6099,SLTB,Unknown
6100,SN,Unknown
6101,SNHY,Unknown
6102,SNMX,Unknown
6103,SODA,Unknown
6104,SOFO,RADIO &amp; TV BROADCASTING &amp; COMMUNICATIONS EQUIPMENT
6105,SONC,Unknown
6106,SPA,Unknown
6107,SRCLP,Unknown
6108,SSC,Unknown
6109,SSLJ,Unknown
6110,SSWN,Unknown
6111,STBZ,Unknown
6112,SVU,Unknown
6113,SXCP,Unknown
6114,SXE,Unknown
6115,SYNT,Unknown
6116,TAHO,Unknown
6117,TBRG,Unknown
6118,TCRX,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
6119,THST,Unknown
6120,TI,Unknown
6121,TI.A,Unknown
6122,TIK,Unknown
6123,TIS,Unknown
6124,TISA,Unknown
6125,TLP,Unknown
6126,TPIV,Unknown
6127,TPNL,Unknown
6128,TRNC,Unknown
6129,TSRO,Unknown
6130,TVPT,Unknown
6131,TWLV,BLANK CHECKS
6132,UBSH,Unknown
6133,UCBA,Unknown
6134,UQM,Unknown
6135,UWN,Unknown
6136,VEAC,Unknown
6137,VLP,Unknown
6138,VSAR,Unknown
6139,VTL,Unknown
6140,VTRB,Unknown
6141,VVC,Unknown
6142,VXXB,Unknown
6143,VZA,Unknown
6144,WEB,Unknown
6145,WF,"COMMERCIAL BANKS, NEC"
6146,WFT,Unknown
6147,WGP,Unknown
6148,WIN,Unknown
6149,WMIH,Unknown
6150,WMLP,Unknown
6151,WP,Unknown
6152,WRD,Unknown
6153,WSCI,Unknown
6154,WTW,INSURANCE AGENTS BROKERS &amp; SERVICES
6155,XCRA,Unknown
6156,XGTI,Unknown
6157,XL,ELECTRIC SERVICES
6158,XOXO,Unknown
6159,XRM,Unknown
6160,XSPL,Unknown
6161,YOGA,Unknown
6162,ZOES,Unknown
6163,AHPA,SERVICES-COMMERCIAL PHYSICAL &amp; BIOLOGICAL RESEARCH
6164,BDD,Unknown
6165,BJJN,Unknown
6166,BOM,Unknown
6167,CMSS,Unknown
6168,COWB,Unknown
6169,CZFC,Unknown
6170,FIEG,Unknown
6171,HUNT,Unknown
6172,HYAC,Unknown
6173,INDU,Unknown
6174,IRDMB,Unknown
6175,JJCB,Unknown
6176,JJMB,Unknown
6177,JJPB,Unknown
6178,JJTB,Unknown
6179,MTEC,Unknown
6180,SJIU,Unknown
6181,SWIN,Unknown
6182,WMW,Unknown
6183,BOS,Unknown
6184,GSD,Unknown
6185,JJEB,Unknown
6186,JJUB,Unknown
6187,OMAD,Unknown
6188,SOHOK,Unknown
6189,STLR,Unknown
6190,SZO,Unknown
6191,DYY,Unknown
6192,LEXEB,Unknown
6193,LTN,Unknown
6194,BHAC,BLANK CHECKS
6195,VXZB,Unknown
6196,GAZB,Unknown
6197,PGMB,Unknown
6198,AGF,Unknown
6199,AIMCV,Unknown
6200,ARCE,SERVICES-EDUCATIONAL SERVICES
6201,ARVN,PHARMACEUTICAL PREPARATIONS
6202,BHFAL,LIFE INSURANCE
6203,BNGO,LABORATORY ANALYTICAL INSTRUMENTS
6204,BSVN,STATE COMMERCIAL BANKS
6205,CBMB,Unknown
6206,CBNK,NATIONAL COMMERCIAL BANKS
6207,CTK,Unknown
6208,DUKB,ELECTRIC &amp; OTHER SERVICES COMBINED
6209,EB,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
6210,EDNT,Unknown
6211,ELAN,PHARMACEUTICAL PREPARATIONS
6212,ETTX,Unknown
6213,FMCI,Unknown
6214,FTCH,"SERVICES-BUSINESS SERVICES, NEC"
6215,FTDR,SERVICES-TO DWELLINGS &amp; OTHER BUILDINGS
6216,GRTS,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
6217,GTX,MOTOR VEHICLE PARTS &amp; ACCESSORIES
6218,HCXY,Unknown
6219,IFFT,Unknown
6220,LAIX,Unknown
6221,NIO,MOTOR VEHICLES &amp; PASSENGER CAR BODIES
6222,NMFX,Unknown
6223,PFFL,NATIONAL COMMERCIAL BANKS
6224,PRNB,Unknown
6225,QTT,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
6226,QVCD,RETAIL-CATALOG &amp; MAIL-ORDER HOUSES
6227,RILYI,Unknown
6228,RMED,SURGICAL &amp; MEDICAL INSTRUMENTS &amp; APPARATUS
6229,STRO,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
6230,SVMK,Unknown
6231,TKKS,Unknown
6232,UROV,Unknown
6233,VIOT,HOUSEHOLD APPLIANCES
6234,XYF,FINANCE SERVICES
6235,YI,RETAIL-DRUG STORES AND PROPRIETARY STORES
6236,YMAB,PHARMACEUTICAL PREPARATIONS
6237,CMSC,ELECTRIC &amp; OTHER SERVICES COMBINED
6238,MFAC,Unknown
6239,PNRL,Unknown
6240,KPFS,Unknown
6241,DDP,Unknown
6242,ALLO,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
6243,AQNA,ELECTRIC SERVICES
6244,AXNX,SURGICAL &amp; MEDICAL INSTRUMENTS &amp; APPARATUS
6245,EDTX,BLANK CHECKS
6246,EQ,PHARMACEUTICAL PREPARATIONS
6247,ESTC,SERVICES-PREPACKAGED SOFTWARE
6248,GH,SERVICES-MEDICAL LABORATORIES
6249,GMDA,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
6250,KOD,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
6251,LOGC,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
6252,LTHM,CHEMICALS &amp; ALLIED PRODUCTS
6253,MSC,HOTELS &amp; MOTELS
6254,NIU,MOTOR VEHICLES &amp; PASSENGER CAR BODIES
6255,OCCI,Unknown
6256,ORTX,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
6257,OSMT,Unknown
6258,PHAS,PHARMACEUTICAL PREPARATIONS
6259,PLAN,Unknown
6260,REZI,WHOLESALE-HARDWARE
6261,RMI,Unknown
6262,SIBN,SURGICAL &amp; MEDICAL INSTRUMENTS &amp; APPARATUS
6263,STNE,SERVICES-COMPUTER PROCESSING &amp; DATA PREPARATION
6264,SWI,SERVICES-PREPACKAGED SOFTWARE
6265,TCRW,Unknown
6266,TWST,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
6267,UPWK,SERVICES-COMPUTER PROCESSING &amp; DATA PREPARATION
6268,YETI,Unknown
6269,AADI,PHARMACEUTICAL PREPARATIONS
6270,ACA,FABRICATED STRUCTURAL METAL PRODUCTS
6271,ACGN,Unknown
6272,ADEA,Unknown
6273,ALNT,Unknown
6274,ALYA,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
6275,ANTH,Unknown
6276,ASAP,Unknown
6277,ASTI,SEMICONDUCTORS &amp; RELATED DEVICES
6278,ATLX,Unknown
6279,AUID,SERVICES-PREPACKAGED SOFTWARE
6280,AULT,Unknown
6281,AVTX,PHARMACEUTICAL PREPARATIONS
6282,BAL,"COMMERCIAL BANKS, NEC"
6283,BALL,METAL CANS
6284,BBIG,"GAMES, TOYS &amp; CHILDREN&#39;S VEHICLES (NO DOLLS &amp; BICYCLES)"
6285,BDRX,Unknown
6286,BFH,PERSONAL CREDIT INSTITUTIONS
6287,BHRB,Unknown
6288,BMTX,STATE COMMERCIAL BANKS
6289,BN,Unknown
6290,BPYU,Unknown
6291,BRSP,REAL ESTATE INVESTMENT TRUSTS
6292,BTBT,FINANCE SERVICES
6293,BTCM,FINANCE SERVICES
6294,BVFL,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
6295,BYU,Unknown
6296,CARM,Unknown
6297,CBUS,Unknown
6298,CCUR,Unknown
6299,CDP,SERVICES-COMPUTER PROCESSING &amp; DATA PREPARATION
6300,CELZ,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
6301,CENN,MOTOR VEHICLES &amp; PASSENGER CAR BODIES
6302,CETY,NATURAL GAS DISTRIBUTION
6303,CHX,"CONSTRUCTION, MINING &amp; MATERIALS HANDLING MACHINERY &amp; EQUIP"
6304,CLMB,Unknown
6305,CNNB,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
6306,CNVS,Unknown
6307,COGT,PHARMACEUTICAL PREPARATIONS
6308,COSM,WHOLESALE-DRUGS PROPRIETARIES &amp; DRUGGISTS&#39; SUNDRIES
6309,COW,"COMMERCIAL BANKS, NEC"
6310,CRVO,Unknown
6311,DINO,PIPE LINES (NO NATURAL GAS)
6312,DNTH,Unknown
6313,DSGR,"WHOLESALE-MACHINERY, EQUIPMENT &amp; SUPPLIES"
6314,EG,Unknown
6315,ELME,Unknown
6316,ELV,HOSPITAL &amp; MEDICAL SERVICE PLANS
6317,EQFN,Unknown
6318,ERNA,Unknown
6319,ESOA,"WATER, SEWER, PIPELINE, COMM AND POWER LINE CONSTRUCTION"
6320,ETRN,NATURAL GAS TRANSMISSION
6321,FBIN,Unknown
6322,FCUV,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL"
6323,FRGT,ARRANGEMENT OF TRANSPORTATION OF FREIGHT &amp; CARGO
6324,FTLF,MEDICINAL CHEMICALS &amp; BOTANICAL PRODUCTS
6325,FWBI,PHARMACEUTICAL PREPARATIONS
6326,GDYN,SERVICES-PREPACKAGED SOFTWARE
6327,GEHI,"COMPUTER PERIPHERAL EQUIPMENT, NEC"
6328,GHI,Unknown
6329,GMGI,SERVICES-PREPACKAGED SOFTWARE
6330,GYRE,Unknown
6331,HYMC,GOLD &amp; SILVER ORES
6332,INLX,SERVICES-PREPACKAGED SOFTWARE
6333,ITCL,Unknown
6334,JJA,"COMMERCIAL BANKS, NEC"
6335,JJC,"COMMERCIAL BANKS, NEC"
6336,JJG,"COMMERCIAL BANKS, NEC"
6337,JJM,"COMMERCIAL BANKS, NEC"
6338,JJS,"COMMERCIAL BANKS, NEC"
6339,JMSB,STATE COMMERCIAL BANKS
6340,JO,"COMMERCIAL BANKS, NEC"
6341,JXJT,Unknown
6342,KA,Unknown
6343,KNTK,NATURAL GAS TRANSMISSION
6344,KPRX,PHARMACEUTICAL PREPARATIONS
6345,LFIN,Unknown
6346,LGMK,"ORTHOPEDIC, PROSTHETIC &amp; SURGICAL APPLIANCES &amp; SUPPLIES"
6347,LRFC,Unknown
6348,LSEA,OPERATIVE BUILDERS
6349,LSTA,PHARMACEUTICAL PREPARATIONS
6350,MATV,PAPER MILLS
6351,META,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
6352,MFIC,Unknown
6353,MINM,TELEPHONE &amp; TELEGRAPH APPARATUS
6354,MNTV,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
6355,MULN,MOTOR VEHICLES &amp; PASSENGER CAR BODIES
6356,NAAS,"RETAIL-RETAIL STORES, NEC"
6357,NGNE,Unknown
6358,NIC,NATIONAL COMMERCIAL BANKS
6359,NISN,MISCELLANEOUS FABRICATED METAL PRODUCTS
6360,NKLA,MOTOR VEHICLES &amp; PASSENGER CAR BODIES
6361,NTBL,Unknown
6362,NTRB,"ORTHOPEDIC, PROSTHETIC &amp; SURGICAL APPLIANCES &amp; SUPPLIES"
6363,NXG,Unknown
6364,OBK,Unknown
6365,OIG,"WHOLESALE-ELECTRONIC PARTS &amp; EQUIPMENT, NEC"
6366,OPXS,OPTICAL INSTRUMENTS &amp; LENSES
6367,PARA,TELEVISION BROADCASTING STATIONS
6368,PARAA,TELEVISION BROADCASTING STATIONS
6369,PFX,Unknown
6370,PHXM,Unknown
6371,PR,CRUDE PETROLEUM &amp; NATURAL GAS
6372,PRKR,RADIO &amp; TV BROADCASTING &amp; COMMUNICATIONS EQUIPMENT
6373,PROP,Unknown
6374,PRSO,SEMICONDUCTORS &amp; RELATED DEVICES
6375,QNRX,PHARMACEUTICAL PREPARATIONS
6376,REVB,PHARMACEUTICAL PREPARATIONS
6377,RITM,REAL ESTATE INVESTMENT TRUSTS
6378,RVTY,Unknown
6379,RVYL,Unknown
6380,SABA,Unknown
6381,SBFM,PHARMACEUTICAL PREPARATIONS
6382,SGG,"COMMERCIAL BANKS, NEC"
6383,SIGM,Unknown
6384,SILO,PHARMACEUTICAL PREPARATIONS
6385,SING,RETAIL-NONSTORE RETAILERS
6386,SIRE,"MINING, QUARRYING OF NONMETALLIC MINERALS (NO FUELS)"
6387,SMLR,ELECTROMEDICAL &amp; ELECTROTHERAPEUTIC APPARATUS
6388,STEL,Unknown
6389,STEW,Unknown
6390,STLY,REAL ESTATE INVESTMENT TRUSTS
6391,STR,CRUDE PETROLEUM &amp; NATURAL GAS
6392,TPCS,FABRICATED STRUCTURAL METAL PRODUCTS
6393,TRAK,Unknown
6394,UPBD,Unknown
6395,VRE,REAL ESTATE INVESTMENT TRUSTS
6396,VRT,"ELECTRONIC COMPONENTS, NEC"
6397,VYNE,PHARMACEUTICAL PREPARATIONS
6398,WKC,Unknown
6399,WLY,BOOKS: PUBLISHING OR PUBLISHING AND PRINTING
6400,WLYB,BOOKS: PUBLISHING OR PUBLISHING AND PRINTING
6401,WT,Unknown
6402,XWEL,Unknown
6403,ZEPP,ELECTRONIC COMPUTERS
6404,ALBT,Unknown
6405,AVDX,SERVICES-PREPACKAGED SOFTWARE
6406,BCAL,Unknown
6407,BETS,Unknown
6408,CCC,Unknown
6409,CHR,Unknown
6410,CZFS,STATE COMMERCIAL BANKS
6411,ENSC,PHARMACEUTICAL PREPARATIONS
6412,JJE,"COMMERCIAL BANKS, NEC"
6413,JJU,"COMMERCIAL BANKS, NEC"
6414,LOAC,Unknown
6415,LTRY,SERVICES-PREPACKAGED SOFTWARE
6416,NFH,Unknown
6417,PAE,Unknown
6418,VIVK,REFUSE SYSTEMS
6419,VLDR,"GENERAL INDUSTRIAL MACHINERY &amp; EQUIPMENT, NEC"
6420,TZAC,Unknown
6421,GRSH,Unknown
